Puesto,Nombre,Trofeos,Donaciones,Rol
#37,['andreaskiller'],['5111'],['368'],['Veterano']
#38,['♠annihilator♠'],['5105'],['188'],['Veterano']
#39,['Cyborg Franky'],['5073'],['0'],['Veterano']
#40,['deadlysakis'],['5061'],['218'],['Veterano']
#41,['HELLAS Kirkis'],['5059'],['108'],['Veterano']
#42,['futvre'],['5058'],['170'],['Miembro']
#43,['menios'],['5038'],['534'],['Veterano']
#44,['ZogTheStrong'],['4999'],['78'],['Colíder']
#45,['Mefistofelis'],['4899'],['340'],['Veterano']
#46,['Zeke'],['4823'],['108'],['Miembro']
#1,['EYFH'],['6274'],['174'],['Miembro']
#2,['༺JE༒FF༻'],['6147'],['450'],['Colíder']
#3,['Dios Stitch'],['6104'],['0'],['Miembro']
#4,['Dylan'],['6052'],['0'],['Colíder']
#5,['Rene'],['5946'],['343'],['Colíder']
#6,['Ma Tin'],['5932'],['200'],['Colíder']
#7,['LAMPO'],['5896'],['256'],['Colíder']
#8,['Taoki'],['5876'],['0'],['Colíder']
#9,['min shenq'],['5836'],['0'],['Miembro']
#10,['THE ROCK'],['5797'],['473'],['Colíder']
#11,['Legend Of Hero'],['5714'],['0'],['Miembro']
#12,['章魚燒Taoki'],['5631'],['279'],['Colíder']
#13,['Trainer KIX™️'],['5613'],['469'],['Veterano']
#14,['方丈'],['5478'],['138'],['Miembro']
#15,['Detective 傲狼'],['5477'],['0'],['Miembro']
#16,['ironman'],['5425'],['0'],['Miembro']
#17,['stanley youtube'],['5420'],['366'],['Miembro']
#18,['朕被刁民谋害'],['5353'],['182'],['Miembro']
#19,['ふーく'],['5350'],['145'],['Miembro']
#20,['寶寶來了但寶寶不說'],['5330'],['878'],['Miembro']
#21,['silentleo'],['5321'],['893'],['Miembro']
#22,['[NARUTO]'],['5255'],['0'],['Miembro']
#23,['n0psa'],['5221'],['546'],['Miembro']
#24,['weu'],['5219'],['672'],['Miembro']
#25,['隨便玩玩'],['5209'],['194'],['Miembro']
#26,['Nightmit'],['5207'],['206'],['Miembro']
#27,['原本山'],['5195'],['68'],['Miembro']
#28,['董哥'],['5148'],['590'],['Miembro']
#29,['tw神猛哥'],['5075'],['78'],['Miembro']
#30,['和林'],['5061'],['1114'],['Miembro']
#31,['♠️OFF-WHITE™️♠️'],['5052'],['146'],['Miembro']
#32,['shamgod'],['5031'],['0'],['Miembro']
#33,['MACAU/阿朗'],['4984'],['166'],['Miembro']
#34,['【紫】燄·魂'],['4961'],['176'],['Miembro']
#35,"[""stupid'B'mo""]",['4959'],['174'],['Miembro']
#36,['browno'],['4914'],['92'],['Líder']
#37,['luckylemon'],['4910'],['336'],['Miembro']
#38,['【MingChan】'],['4901'],['0'],['Miembro']
#39,['♀ ︴★ 熾 ″ 痕 ╳'],['4780'],['0'],['Miembro']
#40,['Ray'],['4667'],['0'],['Miembro']
#1,['..koka..'],['6535'],['148'],['Líder']
#2,['arrow'],['6101'],['32'],['Colíder']
#3,['☆TOÑO MENDOZA☆'],['5951'],['471'],['Colíder']
#4,['GSolares-'],['5941'],['139'],['Colíder']
#5,['Macutico'],['5938'],['252'],['Colíder']
#6,['LUIS TEJADA 85'],['5709'],['418'],['Colíder']
#7,['Hugo.x'],['5665'],['1186'],['Colíder']
#8,['%%**josue**%%'],['5649'],['0'],['Colíder']
#9,['Michett❤'],['5638'],['20'],['Miembro']
#10,['Mr.Davs'],['5630'],['20'],['Colíder']
#11,['Aquiles'],['5619'],['31'],['Colíder']
#12,['Jonatan'],['5585'],['1103'],['Veterano']
#13,['Kevin'],['5547'],['10'],['Colíder']
#14,['Ale'],['5521'],['404'],['Veterano']
#15,['ℒᎯ ℒℰᎽℰℕⅅᎯ'],['5516'],['957'],['Colíder']
#16,['Ulises'],['5512'],['616'],['Colíder']
#17,['CC'],['5435'],['458'],['Colíder']
#18,['Gt_BinmatriXx_Z'],['5429'],['780'],['Colíder']
#19,['*-*Denis*-*'],['5411'],['604'],['Colíder']
#20,['elGizzoTv_YTube'],['5395'],['20'],['Colíder']
#21,['guillermo'],['5381'],['350'],['Colíder']
#22,['robles'],['5365'],['18'],['Veterano']
#23,['DΔЯK KΙηg'],['5334'],['0'],['Veterano']
#24,['Pain'],['5312'],['226'],['Colíder']
#25,['✌ KENY MDZ ✌'],['5303'],['305'],['Colíder']
#26,['Misael'],['5296'],['0'],['Veterano']
#27,['jfvecchio'],['5273'],['188'],['Colíder']
#28,['Rody'],['5269'],['36'],['Colíder']
#29,['LordBobbyPurpp'],['5226'],['0'],['Colíder']
#30,['JordyLh'],['5213'],['859'],['Veterano']
#31,['David...'],['5212'],['0'],['Miembro']
#32,['PARAMORE.'],['5201'],['306'],['Colíder']
#33,['DavidMGa'],['5174'],['258'],['Colíder']
#34,['Carlitos_29'],['5172'],['0'],['Colíder']
#35,['derik'],['5160'],['43'],['Colíder']
#36,['~RedComander~'],['5092'],['578'],['Veterano']
#37,['marcelo6'],['5090'],['607'],['Colíder']
#38,['C_Reyes'],['5077'],['114'],['Colíder']
#39,['kevin'],['5043'],['454'],['Veterano']
#40,['PAIN'],['5032'],['98'],['Colíder']
#41,['Cloo'],['5028'],['126'],['Veterano']
#42,['JimSaw'],['4875'],['432'],['Colíder']
#43,['one piece'],['4769'],['0'],['Colíder']
#1,['luminescence'],['6043'],['328'],['Colíder']
#2,['Banana'],['5995'],['40'],['Veterano']
#3,['remember416'],['5963'],['90'],['Veterano']
#4,['펩 과르디올라'],['5940'],['226'],['Veterano']
#5,['ken reigh'],['5776'],['933'],['Veterano']
#6,['피부미남'],['5751'],['286'],['Veterano']
#7,['토르'],['5666'],['120'],['Veterano']
#8,['edu4u'],['5657'],['390'],['Veterano']
#9,['조쉬'],['5635'],['592'],['Veterano']
#10,['Hooray!'],['5624'],['312'],['Veterano']
#11,['전설의야노'],['5597'],['164'],['Veterano']
#12,['해마루'],['5573'],['160'],['Colíder']
#13,['Aizen'],['5559'],['729'],['Líder']
#14,['샤말'],['5513'],['371'],['Veterano']
#15,['EveryDay:D'],['5502'],['484'],['Veterano']
#16,['올인'],['5470'],['148'],['Veterano']
#17,['메에에에롱'],['5466'],['68'],['Colíder']
#18,['ojjung'],['5446'],['224'],['Veterano']
#19,['congbin'],['5373'],['100'],['Veterano']
#20,['goody'],['5366'],['328'],['Veterano']
#21,['뷰캐넌'],['5355'],['908'],['Veterano']
#22,['Twice'],['5342'],['160'],['Veterano']
#23,['Desmond Choi'],['5319'],['150'],['Veterano']
#24,['༺ KOBA ༻'],['5311'],['830'],['Veterano']
#25,['RE DO'],['5281'],['50'],['Veterano']
#26,['hoony'],['5278'],['421'],['Veterano']
#27,['승지누'],['5273'],['374'],['Veterano']
#28,['이한슬'],['5260'],['114'],['Veterano']
#29,['Oops'],['5247'],['646'],['Veterano']
#30,['기성'],['5228'],['656'],['Veterano']
#31,['파두'],['5225'],['306'],['Veterano']
#32,['phenix'],['5222'],['96'],['Veterano']
#33,['정식'],['5200'],['98'],['Veterano']
#34,['카타르시스'],['5172'],['326'],['Veterano']
#35,['우렉마지노'],['5163'],['8'],['Veterano']
#36,['Captain'],['5156'],['444'],['Veterano']
#37,['hani'],['5124'],['164'],['Veterano']
#38,['tenbag10'],['5123'],['153'],['Veterano']
#39,['frameless'],['5088'],['537'],['Veterano']
#40,['Yongjaa21'],['5070'],['115'],['Veterano']
#41,['쩜상'],['5066'],['148'],['Veterano']
#42,['Chantal'],['5006'],['138'],['Veterano']
#43,['L.D.H'],['5006'],['124'],['Veterano']
#44,['힘콩'],['4989'],['10'],['Veterano']
#45,['규모'],['4962'],['140'],['Veterano']
#46,['양념감자'],['4945'],['67'],['Veterano']
#47,['하니하니'],['4867'],['218'],['Veterano']
#48,['luminescence'],['4619'],['8'],['Colíder']
#49,['Paper Tiger'],['4555'],['0'],['Veterano']
#1,['⚔BraianElRey⚔'],['5903'],['86'],['Veterano']
#2,['XXtanoXX'],['5875'],['641'],['Miembro']
#3,['By_Alexis17'],['5845'],['228'],['Miembro']
#4,['A1znhuzett'],['5824'],['523'],['Veterano']
#5,['CHUPITA'],['5787'],['665'],['Miembro']
#6,['Juancho89'],['5763'],['54'],['Miembro']
#7,['⚡️lENZOl⚡️'],['5721'],['777'],['Colíder']
#8,['mrtutu'],['5703'],['80'],['Veterano']
#9,['ѕιℓνισ™️'],['5661'],['213'],['Miembro']
#10,['Santi Piazza'],['5619'],['280'],['Colíder']
#11,['FedeLPRC'],['5573'],['410'],['Veterano']
#12,['Mateo'],['5568'],['416'],['Veterano']
#13,['Pejerrey'],['5564'],['258'],['Colíder']
#14,['w0ke'],['5559'],['114'],['Veterano']
#15,['Lamelanson'],['5551'],['50'],['Miembro']
#16,['EnzoCarp'],['5548'],['350'],['Veterano']
#17,['Mbappe'],['5533'],['750'],['Veterano']
#18,['Chicho87'],['5507'],['26'],['Colíder']
#19,['Hazard'],['5501'],['40'],['Veterano']
#20,['Eze™⚡'],['5457'],['0'],['Miembro']
#21,['ToronjaMecanica'],['5452'],['632'],['Veterano']
#22,['Jorgitoh'],['5402'],['190'],['Colíder']
#23,['Leonardo Luján'],['5399'],['20'],['Colíder']
#24,['Keyser Söze'],['5373'],['813'],['Colíder']
#25,['LucaS!'],['5363'],['0'],['Miembro']
#26,['lucher'],['5350'],['264'],['Veterano']
#27,['EstebanMenaglia'],['5316'],['336'],['Colíder']
#28,['LucasXIV'],['5315'],['976'],['Veterano']
#29,['Lucas Corzo™'],['5313'],['839'],['Veterano']
#30,['CHOLITO'],['5305'],['1148'],['Miembro']
#31,['Victor7293'],['5299'],['10'],['Miembro']
#32,['ragnar'],['5296'],['0'],['Miembro']
#33,['FranCarp33'],['5286'],['966'],['Miembro']
#34,['Guido'],['5263'],['0'],['Líder']
#35,['The World'],['5253'],['152'],['Veterano']
#36,['♠MagiK♣'],['5224'],['1070'],['Colíder']
#37,['Facu Alan'],['5223'],['28'],['Colíder']
#38,['Cristian'],['5215'],['708'],['Veterano']
#39,['Lucaas'],['5211'],['1137'],['Veterano']
#40,['Enzokilo'],['5208'],['48'],['Miembro']
#41,['Cristian.J.S'],['5206'],['624'],['Miembro']
#42,['Phobos & Deimos'],['5166'],['244'],['Miembro']
#43,['+diego'],['5144'],['1082'],['Miembro']
#44,['Sir Rosis'],['5137'],['1098'],['Miembro']
#45,['oscard'],['5091'],['389'],['Colíder']
#46,['say my name'],['5072'],['241'],['Miembro']
#47,['soy manco'],['5047'],['76'],['Miembro']
#48,['fAbrizioSP™'],['5022'],['174'],['Veterano']
#49,['Riks'],['5004'],['18'],['Miembro']
#1,['I.C.E'],['5928'],['0'],['Veterano']
#2,['hop'],['5726'],['0'],['Colíder']
#3,['señor conan'],['5612'],['0'],['Veterano']
#4,['Sawarma'],['5546'],['138'],['Veterano']
#5,['iAdrixDHAPPYCoC'],['5535'],['1653'],['Veterano']
#6,['gabriel_87'],['5528'],['0'],['Miembro']
#7,['Albertako'],['5510'],['460'],['Veterano']
#8,['♨️VDV♨️'],['5503'],['44'],['Veterano']
#9,['You Lose'],['5500'],['0'],['Miembro']
#10,['Pablo15'],['5465'],['313'],['Veterano']
#11,['triguerosk8'],['5431'],['0'],['Veterano']
#12,['marioosola2'],['5410'],['0'],['Colíder']
#13,['david carp'],['5348'],['0'],['Veterano']
#14,['Sin 1 € !'],['5331'],['1473'],['Veterano']
#15,['MdFkSsS'],['5329'],['247'],['Veterano']
#16,['adrijimenezz'],['5318'],['664'],['Veterano']
#17,['willy'],['5311'],['399'],['Veterano']
#18,['RoberTrusen2'],['5303'],['980'],['Veterano']
#19,['Lucii'],['5300'],['551'],['Veterano']
#20,['陈炜杰'],['5274'],['400'],['Veterano']
#21,['the king 2'],['5257'],['110'],['Veterano']
#22,['iBi_FonTe⛹'],['5248'],['20'],['Colíder']
#23,['Viictoroner'],['5242'],['1776'],['Líder']
#24,['knr'],['5222'],['868'],['Veterano']
#25,['munuera'],['5211'],['1358'],['Veterano']
#26,['CrocKoO'],['5210'],['12'],['Veterano']
#27,['SANVI'],['5210'],['199'],['Miembro']
#28,['alexxcastaaa'],['5200'],['156'],['Veterano']
#29,['dani_69'],['5195'],['90'],['Veterano']
#30,['Polky'],['5177'],['20'],['Veterano']
#31,['*correncueros*%'],['5167'],['411'],['Veterano']
#32,['visente'],['5167'],['514'],['Veterano']
#33,['Sergio'],['5157'],['50'],['Veterano']
#34,['new_destroyer66'],['5154'],['888'],['Veterano']
#35,['javi'],['5149'],['20'],['Miembro']
#36,['pelayolopez10'],['5149'],['248'],['Veterano']
#37,['Unai Stark'],['5127'],['365'],['Miembro']
#38,['Sr.Trujillo'],['5119'],['461'],['Veterano']
#39,['menorca'],['5113'],['218'],['Miembro']
#40,['♦ ♢ Pablosky♦ ♢'],['5113'],['194'],['Veterano']
#41,['Vito Larone'],['5098'],['220'],['Veterano']
#42,['Alan Light'],['5075'],['418'],['Veterano']
#43,['((¥GRECIA¥))'],['5066'],['506'],['Miembro']
#44,['Tito®'],['5036'],['215'],['Veterano']
#45,['Turuuu94'],['5034'],['264'],['Colíder']
#46,['$Montapuercas$'],['5015'],['10'],['Miembro']
#47,['byTomba'],['4930'],['512'],['Veterano']
#48,['AlexCA'],['4907'],['0'],['Miembro']
#49,['⚡HH⚡'],['4753'],['0'],['Colíder']
#1,['Fernando'],['6154'],['77'],['Miembro']
#2,['Giu'],['6032'],['62'],['Colíder']
#3,['Adam'],['5851'],['100'],['Colíder']
#4,['Gabriel Sedex'],['5806'],['871'],['Líder']
#5,['AllyGol'],['5804'],['56'],['Colíder']
#6,['Hip BR'],['5743'],['56'],['Veterano']
#7,['Vitor cru 123'],['5711'],['191'],['Veterano']
#8,['deninho'],['5631'],['512'],['Miembro']
#9,"[""nathan! '-'""]",['5602'],['815'],['Miembro']
#10,['YTmano3000'],['5548'],['520'],['Miembro']
#11,['Natã'],['5536'],['253'],['Miembro']
#12,['Erick Ramires'],['5522'],['140'],['Miembro']
#13,['☠_HaDeS_☠'],['5517'],['250'],['Veterano']
#14,['Nova I Freedom'],['5513'],['531'],['Miembro']
#15,['Matheus Tainha'],['5510'],['32'],['Colíder']
#16,['MATEUS™'],['5503'],['741'],['Miembro']
#17,['MAGO ELETRICO'],['5500'],['0'],['Miembro']
#18,['MAJORSUPERIOR'],['5486'],['10'],['Veterano']
#19,['Titã'],['5456'],['366'],['Miembro']
#20,['Kvothe'],['5453'],['378'],['Miembro']
#21,['JP'],['5444'],['341'],['Veterano']
#22,['eLavieta'],['5441'],['60'],['Veterano']
#23,['Lipeezzz'],['5435'],['659'],['Miembro']
#24,['D.Ferreira'],['5414'],['18'],['Colíder']
#25,['Edinho'],['5409'],['120'],['Veterano']
#26,['Pedro'],['5399'],['10'],['Miembro']
#27,['Kenzo'],['5387'],['624'],['Veterano']
#28,['Darck'],['5356'],['10'],['Miembro']
#29,['Nova i Japa'],['5336'],['370'],['Miembro']
#30,['Márcio'],['5335'],['160'],['Veterano']
#31,['Clebson'],['5329'],['248'],['Miembro']
#32,['MarcusLeite'],['5317'],['186'],['Miembro']
#33,['MuryloBorges'],['5309'],['60'],['Miembro']
#34,['♠Cristian⚡Well♠'],['5301'],['74'],['Miembro']
#35,['Leandro'],['5301'],['40'],['Miembro']
#36,['Engraxate'],['5288'],['44'],['Miembro']
#37,['Diego'],['5231'],['30'],['Veterano']
#38,['DMGurski'],['5229'],['294'],['Miembro']
#39,['João'],['5227'],['10'],['Veterano']
#40,['013'],['5204'],['2'],['Veterano']
#41,['Luís'],['5199'],['30'],['Miembro']
#42,['Sintonia'],['5163'],['755'],['Veterano']
#43,['Leozi'],['5146'],['360'],['Miembro']
#44,['VITOR RD'],['5141'],['0'],['Miembro']
#45,['Natsu'],['5130'],['64'],['Colíder']
#46,['lucas.s'],['5048'],['384'],['Miembro']
#47,['Andy Gostoso'],['4992'],['57'],['Veterano']
#48,['Biel'],['4927'],['231'],['Miembro']
#49,['paiN Lampiao'],['4637'],['20'],['Colíder']
#50,['paiN Haruzera'],['3691'],['0'],['Colíder']
#1,['type Z™️'],['5760'],['1166'],['Veterano']
#2,['CIMA'],['5745'],['290'],['Veterano']
#3,['D.flamingo'],['5620'],['614'],['Miembro']
#4,['いそじん'],['5508'],['13'],['Miembro']
#5,['veron'],['5503'],['318'],['Veterano']
#6,['asahi'],['5501'],['68'],['Miembro']
#7,['HKR'],['5426'],['247'],['Miembro']
#8,['Q™'],['5399'],['342'],['Veterano']
#9,['カルマ'],['5378'],['184'],['Colíder']
#10,['アンリ'],['5338'],['268'],['Veterano']
#11,['hana1'],['5335'],['618'],['Miembro']
#12,['Tomo'],['5211'],['230'],['Miembro']
#13,['よーたろう'],['5207'],['86'],['Miembro']
#14,['RIKI'],['5133'],['208'],['Miembro']
#15,['ELLEGARDEN'],['5122'],['429'],['Miembro']
#16,['変態仮面一号'],['5106'],['496'],['Veterano']
#17,['C☺ta™'],['5079'],['0'],['Miembro']
#18,['めんでぃー'],['5062'],['502'],['Miembro']
#19,['Öne™️Gzr'],['5057'],['436'],['Veterano']
#20,['ゆめぴりか'],['5047'],['250'],['Veterano']
#21,['ささかま'],['5010'],['56'],['Miembro']
#22,['キッド'],['5009'],['156'],['Miembro']
#23,['のむら'],['5003'],['541'],['Miembro']
#24,['けんためし@MK'],['4960'],['590'],['Miembro']
#25,['ぞんびーの™'],['4954'],['96'],['Miembro']
#26,['༻༯MƖƙǝƙư༯༺'],['4953'],['20'],['Veterano']
#27,['MZM™️'],['4952'],['325'],['Veterano']
#28,['こまつくん'],['4936'],['8'],['Miembro']
#29,['ふじさき'],['4935'],['899'],['Miembro']
#30,['やまとまと'],['4889'],['120'],['Miembro']
#31,['ジーノ'],['4887'],['582'],['Miembro']
#32,['petrus'],['4852'],['795'],['Colíder']
#33,['ごんちゃん'],['4831'],['100'],['Miembro']
#34,['ぷぷぷ'],['4829'],['0'],['Miembro']
#35,['M☺︎CHi™️'],['4784'],['36'],['Veterano']
#36,['弁当ギャング'],['4779'],['276'],['Veterano']
#37,['BLUEDUCK'],['4739'],['29'],['Veterano']
#38,['YUKI-DANNA'],['4669'],['158'],['Colíder']
#39,['ごとん'],['4604'],['0'],['Miembro']
#40,['ちゃがみん'],['4565'],['224'],['Veterano']
#41,['カズロワ'],['4562'],['54'],['Miembro']
#42,['MM'],['4539'],['0'],['Colíder']
#43,['おぱかーん'],['4539'],['228'],['Miembro']
#44,['yukiil'],['4510'],['106'],['Líder']
#45,['ルールブレイカー'],['4463'],['10'],['Veterano']
#46,['Fai'],['4368'],['360'],['Veterano']
#47,['Naoki'],['4001'],['0'],['Miembro']
#1,['MausWaus_10'],['6317'],['288'],['Colíder']
#2,['BadBoRiri'],['6117'],['0'],['Veterano']
#3,['ISIE070'],['5902'],['0'],['Miembro']
#4,['masterpro(frank'],['5898'],['0'],['Miembro']
#5,['PhoenixHaai'],['5879'],['0'],['Veterano']
#6,['MilanoilZeiker'],['5840'],['678'],['Miembro']
#7,['Ronnie'],['5819'],['78'],['Colíder']
#8,['Global Fighter'],['5803'],['514'],['Veterano']
#9,['FEEST'],['5779'],['146'],['Colíder']
#10,['MagicPony'],['5768'],['150'],['Colíder']
#11,['Chief Juan'],['5755'],['0'],['Miembro']
#12,['RuneScape'],['5707'],['16'],['Miembro']
#13,['Effortless™'],['5695'],['116'],['Veterano']
#14,['Grim'],['5616'],['20'],['Miembro']
#15,['SirThomas'],['5528'],['10'],['Veterano']
#16,['Lars'],['5524'],['348'],['Veterano']
#17,['CR7'],['5515'],['340'],['Miembro']
#18,['PeterR De Vries'],['5502'],['30'],['Miembro']
#19,['SevnAlias'],['5497'],['796'],['Miembro']
#20,['soul。'],['5458'],['334'],['Miembro']
#21,['mar34nix'],['5444'],['0'],['Miembro']
#22,['playernl'],['5443'],['595'],['Veterano']
#23,['Daniël'],['5436'],['490'],['Colíder']
#24,['RTE Hennie'],['5425'],['1082'],['Miembro']
#25,['tboekhorst'],['5423'],['510'],['Miembro']
#26,['DanyP '],['5405'],['20'],['Miembro']
#27,['Darkbunnystar™'],['5402'],['74'],['Miembro']
#28,['TonyMalony王氏家族'],['5316'],['468'],['Miembro']
#29,['Thimo'],['5304'],['70'],['Miembro']
#30,['Bam'],['5280'],['956'],['Miembro']
#31,['Booty Bread'],['5257'],['283'],['Veterano']
#32,[' Robin '],['5248'],['414'],['Miembro']
#33,['TheLegend27'],['5242'],['244'],['Miembro']
#34,['ara'],['5207'],['90'],['Colíder']
#35,['rick'],['5204'],['248'],['Veterano']
#36,['Beast_Timm'],['5156'],['696'],['Miembro']
#37,['Robin'],['5141'],['1152'],['Veterano']
#38,['u mad bro'],['5126'],['126'],['Líder']
#39,['milan_1998'],['5126'],['80'],['Miembro']
#40,['BoomGio'],['5117'],['80'],['Miembro']
#41,['Rufio'],['5104'],['508'],['Colíder']
#42,['Hoyke'],['5095'],['506'],['Colíder']
#43,['svenmania'],['5085'],['70'],['Miembro']
#44,['ThaiToDie'],['5082'],['10'],['Miembro']
#45,['StefDestroyer10'],['5081'],['0'],['Miembro']
#46,['nawix'],['5041'],['658'],['Miembro']
#47,['Ian'],['5006'],['150'],['Colíder']
#48,['mark'],['4881'],['208'],['Colíder']
#1,['冰珔晶'],['6424'],['372'],['Colíder']
#2,['ghostspeed'],['6295'],['60'],['Veterano']
#3,['迪迦奥特曼'],['6181'],['431'],['Veterano']
#4,['索羅斯'],['5823'],['1286'],['Colíder']
#5,['大盜寒不住'],['5617'],['0'],['Veterano']
#6,['♠大俠愛吃漢堡包♠'],['5601'],['212'],['Veterano']
#7,['霹靂貓'],['5575'],['478'],['Colíder']
#8,['Wilson'],['5542'],['1057'],['Veterano']
#9,['ice'],['5542'],['10'],['Veterano']
#10,['Mr. Wei'],['5525'],['1021'],['Veterano']
#11,['tony'],['5524'],['218'],['Veterano']
#12,['Annieshen 2'],['5523'],['282'],['Veterano']
#13,['WeiCiao'],['5505'],['67'],['Veterano']
#14,['小菜'],['5504'],['551'],['Veterano']
#15,['風嵐'],['5501'],['634'],['Líder']
#16,['簡愛'],['5446'],['236'],['Colíder']
#17,['GNIKWAH'],['5399'],['224'],['Veterano']
#18,['ARK'],['5394'],['762'],['Veterano']
#19,['alex'],['5382'],['311'],['Veterano']
#20,['鬼怪'],['5374'],['463'],['Veterano']
#21,['神薩米萊爾'],['5334'],['1500'],['Colíder']
#22,['龙儿'],['5312'],['168'],['Veterano']
#23,['DaRen'],['5300'],['223'],['Veterano']
#24,['272'],['5293'],['0'],['Miembro']
#25,['寶寶'],['5237'],['1115'],['Veterano']
#26,['老皮'],['5222'],['90'],['Veterano']
#27,['SPL\\°.°/'],['5212'],['374'],['Veterano']
#28,['Neddy'],['5209'],['1035'],['Veterano']
#29,['起司漢堡'],['5208'],['234'],['Veterano']
#30,['山中歲月'],['5203'],['8'],['Veterano']
#31,['不想說'],['5202'],['262'],['Veterano']
#32,['阿火山小里車'],['5142'],['42'],['Veterano']
#33,['jeremy'],['5118'],['260'],['Veterano']
#34,['jan'],['5117'],['726'],['Colíder']
#35,['戰爭機器'],['5105'],['684'],['Veterano']
#36,['古霸霸'],['5097'],['696'],['Veterano']
#37,['野原新之助'],['5086'],['998'],['Veterano']
#38,['riceking'],['5079'],['132'],['Veterano']
#39,['NDNF'],['5061'],['456'],['Veterano']
#40,['taric'],['5054'],['20'],['Veterano']
#41,['大醇豆豆漿'],['5038'],['562'],['Veterano']
#42,['kiksy'],['5024'],['78'],['Veterano']
#43,['x_O'],['5006'],['412'],['Miembro']
#44,['Guckoo'],['4915'],['472'],['Veterano']
#45,['澳門一北我最美，'],['4905'],['920'],['Veterano']
#46,['Datoallen'],['4904'],['120'],['Veterano']
#47,['阿煞茲勒'],['4856'],['336'],['Veterano']
#48,['final fantasy'],['4502'],['0'],['Miembro']
#1,['Un Tal dODo'],['5673'],['66'],['Colíder']
#2,['marnael'],['5533'],['0'],['Colíder']
#3,['manzanarez'],['5498'],['8'],['Colíder']
#4,['☇ALBERTH☇'],['5471'],['20'],['Colíder']
#5,['Marcelo'],['5397'],['60'],['Veterano']
#6,['Carlos Z'],['5387'],['50'],['Miembro']
#7,['Luffy'],['5357'],['42'],['Colíder']
#8,['AdonisCMruiz'],['5329'],['0'],['Colíder']
#9,['Andy'],['5316'],['18'],['Veterano']
#10,['Ruso'],['5301'],['0'],['Colíder']
#11,['vazquez3gar'],['5290'],['0'],['Colíder']
#12,['DPC'],['5271'],['36'],['Colíder']
#13,['Douglas'],['5260'],['0'],['Veterano']
#14,['@victor_alv_'],['5219'],['136'],['Miembro']
#15,['NOYON™'],['5205'],['0'],['Colíder']
#16,['¥¥uquiorra¥¥™'],['5202'],['38'],['Veterano']
#17,['laimon'],['5108'],['168'],['Miembro']
#18,['Geovanny'],['5100'],['26'],['Miembro']
#19,['Mr. KÎNG SMÎTH'],['5094'],['20'],['Miembro']
#20,['Hayne Ebanks'],['5043'],['188'],['Líder']
#21,['✨Axel✨'],['5043'],['0'],['Colíder']
#22,['Kevin Marti'],['5032'],['18'],['Miembro']
#23,['larkin'],['5031'],['54'],['Veterano']
#24,['Greg'],['5027'],['0'],['Miembro']
#25,['Kratos'],['5007'],['270'],['Miembro']
#26,['Franco'],['5002'],['126'],['Miembro']
#27,['Sauron29'],['4991'],['0'],['Veterano']
#28,['! Darth Vader !'],['4977'],['140'],['Miembro']
#29,['javier'],['4966'],['30'],['Miembro']
#30,['P!t! Oc0n'],['4961'],['182'],['Miembro']
#31,['Kojak'],['4960'],['0'],['Miembro']
#32,['DARK D3MON'],['4960'],['48'],['Miembro']
#33,['JPKun_YTube'],['4949'],['98'],['Miembro']
#34,['Rishard34'],['4942'],['10'],['Colíder']
#35,['makako..'],['4940'],['134'],['Miembro']
#36,['maleja'],['4931'],['28'],['Miembro']
#37,['DiperNmabel'],['4931'],['38'],['Veterano']
#38,['Enmanuel™'],['4918'],['140'],['Miembro']
#39,['Oswaldo'],['4912'],['10'],['Miembro']
#40,['*-*DESTROYER*-*'],['4905'],['10'],['Miembro']
#41,['Max Alexai^^'],['4902'],['18'],['Miembro']
#42,['Centeno94'],['4858'],['30'],['Miembro']
#43,['TheGameLife'],['4851'],['0'],['Veterano']
#44,['Johandra ♡'],['4845'],['190'],['Miembro']
#45,['quintin28'],['4842'],['68'],['Miembro']
#46,['~Angel~'],['4840'],['0'],['Veterano']
#47,['Malberto_92'],['4818'],['196'],['Miembro']
#48,['Maitro FCB'],['4739'],['70'],['Colíder']
#49,['Victor Darce♤'],['4727'],['30'],['Miembro']
#1,['Legendary'],['5807'],['128'],['Veterano']
#2,['Cristian'],['5775'],['60'],['Veterano']
#3,['DR Phael'],['5734'],['0'],['Veterano']
#4,['Claudio⚡️'],['5616'],['0'],['Veterano']
#5,['First Star ⭐'],['5546'],['0'],['Veterano']
#6,['AGHIBEAR'],['5411'],['0'],['Miembro']
#7,['༺༑ོཾBlack༑ོཾ༻'],['5357'],['0'],['Miembro']
#8,['︻┳═一•YASSO•一═┳︻'],['5336'],['0'],['Miembro']
#9,['_M_A_D_A_R_A_'],['5327'],['19'],['Veterano']
#10,['arrow'],['5327'],['166'],['Colíder']
#11,['rickysecreti'],['5316'],['234'],['Colíder']
#12,['MaiNaGioia'],['5311'],['60'],['Veterano']
#13,['Lo_Schifo'],['5232'],['142'],['Líder']
#14,['inchiodato'],['5227'],['28'],['Miembro']
#15,['@Antonio'],['5214'],['78'],['Veterano']
#16,['KAoS 2.0™'],['5213'],['77'],['Veterano']
#17,['Peppe99'],['5207'],['0'],['Veterano']
#18,['Mark'],['5206'],['50'],['Miembro']
#19,['〽️NOVA I GIO〽️✴'],['5202'],['128'],['Veterano']
#20,['✯ Rocco ✯'],['5153'],['118'],['Veterano']
#21,['Red'],['5135'],['0'],['Colíder']
